page,institution,sn,programme,code,admission_requirements,minimum_points,capacity,duration_years,problems
178,"Mzumbe University (MU), Morogoro",11.,Bachelor of Science in Production and Operations Management,MU015,"Two principal passes in Physics, Chemistry, Biology, Advanced Mathematics, Economics, Geography, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals is not in Advanced Mathematics, an applicant MUST HAVE a minimum of “C” grade in Basic Mathematics at O-Level.",4.5,36,3,
179,"Mzumbe University (MU), Morogoro",12.,Bachelor of Science in Applied Statistics,MU016,"Two principal passes in Advanced Mathematics and one of the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Agriculture, Computer Science or Nutrition and one subsidiary.",4.5,36,3,
179,"Mzumbe University (MU), Morogoro",13.,Bachelor of Science in Economics Development and Planning,MU017,"Diploma in Economics, Agriculture, Natural Resource, Business, Accounts, Finance, Agribusiness, Project Management; Development Planning, Project Management and Entrepreneurship,, Statistics, Mathematics, Environmental science, Environmental Studies, Environmental Health Sciences, Environmental Engineering, Tourism Management, Heritage Management, Economic Development, Community Economic Development, Community Development, Education, Diploma in Youth Development Work, Development economics, Environmental Management, Disaster Management, Distance and Open Learning, Information Studies, Social sciences, and any other related field of economics, business studies and social sciences from an accredited institution.",4.5,56,3,
180,"Mzumbe University (MU), Morogoro",14.,Bachelor of Science in Economics (Project Planning and Management),MU018,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. Where the principal passes do not include Advanced Mathematics or Economics, an applicant MUST HAVE a minimum of “C”grade in Basic Mathematics at O-Level.",4.5,100,3,
180,"Mzumbe University (MU), Morogoro",15.,Bachelor of Science in Economics – Economic Policy and Planning,MU019,"Two principal passes in History, Geography, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Sciences, Nutrition, Business Studies or Economics. Where the subjects passed do not include Mathematics, Biology, Agriculture, Accountancy, Physics, Chemistry, History, Nutrition or Economics, an applicant must have obtained at least a credit pass in Basic Mathematics at O- Level.",4.5,56,3,
181,"Mzumbe University (MU), Morogoro",16.,Bachelor of Science in Information and Communication Technology with Management,MU020,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics, an applicant MUST HAVE a subsidiary pass in Basic Applied Mathematics at A-Level AND a minimum of “C” grade in Basic Mathematics at O-Level.",4.5,56,3,
181,"Mzumbe University (MU), Morogoro",17.,"Bachelor of Public Administration in Records, Archives and Information Management",MU021,Two principal passes and one subsidiary at A-level.,4.5,126,3,
181,"Mzumbe University (MU), Morogoro",18.,Bachelor of Science in Information Technology and Systems,MU022,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics, an applicant MUST HAVE a subsidiary pass in Basic Applied Mathematics at A- Level and a minimum of “C” grade in Basic Mathematics at O-Level.",4.5,56,3,
182,"Mzumbe University (MU), Morogoro",19.,Bachelor of Science in Information and Communication Technology with Business,MU023,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics, an applicant MUST HAVE a subsidiary pass in Basic Applied Mathematics at A- Level AND a minimum of “C” grade in Basic Mathematics at O-Level.",4.5,56,3,
182,"Mzumbe University (MU), Morogoro",20.,Bachelor of Science in Library and Information Management,MU024,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics an applicant MUST HAVE a minimum of “C” grade in Basic Mathematics or a ‘D’ grade in Additional Mathematics at O-Level.",4.5,56,3,
183,"Mzumbe University (MU), Morogoro",21.,Bachelor of Science with Education- Mathematics and Computer Science,MU025,"Two principal passes in Advanced Mathematics and one of the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Agriculture, Computer Science or Nutrition and one subsidiary.",4.0,70,3,
183,"Mzumbe University (MU), Morogoro",22.,Bachelor of Science in Industrial Engineering Management,MU026,"Two principal passes in Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Economics, Geography, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics, an applicant MUST HAVE a subsidiary pass in Basic Applied Mathematics at A- Level. In addition, an applicant MUST HAVE a minimum of “C” grade in Basic Mathematics or a “D” grade in Additional Mathematics at O-Level.",4.5,70,3,
183,"Mzumbe University (MU), Morogoro",23.,Bachelor of Arts with Education,MU027,"Two principal passes in the following subjects: Advanced Mathematics, Economics, Accountancy, Business studies, Kiswahili, Fasihi ya Kiswahili, English, Literature or Geography.",4.5,240,3,
184,"Mzumbe University (MU), Morogoro",24.,Bachelor of Public Administration in Youth Development and Leadership,MU028,Two principal passes and one subsidiary in any subject at A ‘level. Where the principal passes do not include English; the applicant MUST HAVE obtained at least a “D” grade in English at O-Level.,4.5,50,3,
184,"Mzumbe University (MU), Morogoro",25.,Bachelor of Health Systems in Monitoringand Evaluation,MU029,Two principal passes and one subsidiary at the A ‘level. Where the principal passes do not include English and Mathematics an applicant MUST HAVE obtained at least a credit in English Language and Mathematics at ‘O’ level.,4.5,50,3,
184,"Mzumbe University (MU), Morogoro",26.,Bachelor of Environmental Management,MU030,"Two principal passes in the following subjects: Geography, Biology, Physics; Agriculture, History Economics, Chemistry, Mathematics. The applicant must have obtained at least a credit in Geography at ‘O' level.",4.0,90,3,
185,"Mzumbe University (MU), Morogoro",27.,Bachelor of Transport and Logistics Management,MU031,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Business studies or Nutrition and one subsidiary. If one of the principal passes do not include Advanced Mathematics or Economics or Commerce or Business studies or Computer Science, an applicant must have a minimum of “C” grade in Basic Mathematics at O-Level.",4.5,100,3,
185,"Mzumbe University (MU), Morogoro",28.,Bachelor of Business Administration in Customer Service Management and Public Relations,MU032,"Two principal passes in the following subjects: History, Geography, Kiswahili or Fasihi ya Kiswahili, English Language or Literature in English, French, Arabic, Chinese, Fine Arts, Economics, Commerce, Accountancy, Business Studies, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Food and Human nutrition, Sport, Music theatre Arts, Text and Garments constructions.",4.5,150,3,
186,"Mzumbe University (MU), Morogoro",29.,Bachelor of Procurement and Assets Management,MU033,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Computer Science, Business Studies, Nutrition and one subsidiary. If one of the principal passes do not include Advanced Mathematics or Economics or Commerce or Business studies or Computer Science, an applicant must have a minimum of “D” grade in Basic Mathematics at O-Level.",4.5,150,3,
187,"Mzumbe University (MU), Morogoro",30.,Bachelor of Science in Natural Resources Economics,MU034,"Two principal passes in Mathematics, Biology, computer Sciences, Agriculture, Geography, Accountancy, Physics, Chemistry, History, Nutrition, Commerce, Business Studies or Economics. Where the subjects passed do not include Mathematics, Biology, Agriculture, Accountancy, Physics, Chemistry, History, Nutrition, or Economics. In addition an applicant must have obtained at least a credit pass in Basic Mathematics at O-Level.",4.5,50,3,
188,"Mzumbe University Dar es Salaam Campus College (MUDCCo), Dar es Salaam",1.,Bachelor of Accounting and Finance in Business Sector,MDA01,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Business Studies, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Food and Human Nutrition and one subsidiary pass in A-Level. One of the principal passes must be in Advanced Mathematics, Economics, Accountancy, Commerce, Business Studies, Physics, Chemistry, Biology, Computer Science, Agriculture, Food and Human Nutrition, or Geography.",4.5,126,3,
189,"Mzumbe University Dar es Salaam Campus College (MUDCCo), Dar es Salaam",2.,Bachelor of Public Administration,MDA02,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary at A-Level.",4.5,100,3,
189,"Mzumbe University Dar es Salaam Campus College (MUDCCo), Dar es Salaam",3,Bachelor of Human Resources Management,MDA03,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary at A-Level.",4.5,120,3,
190,"Mzumbe University Mbeya Campus College (MUMCCo), Mbeya",1.,Bachelor of Laws,MMB01,"Two principal passes in History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. Those without principal passes or subsidiary passes in English and History MUST HAVE a minimum of “C” grade in English and History at O- Level.",4.5,,,
190,"Mzumbe University Mbeya Campus College (MUMCCo), Mbeya",2.,Bachelor of Business Administration in Marketing and Communication Management,MMB02,"Two principal passes in the following subjects: History or Geography or English Language or Literature in English or French or Arabic or Chinese or Economics or Commerce or Accountancy or Business Studies or Physics or Chemistry or Biology or Advanced Mathematics or Agriculture or Computer Science or Food and Human Nutrition Music or Theatre Arts, Text and Garment Construction, and one subsidiary.",4.5,,,
190,"Mzumbe University Mbeya Campus College (MUMCCo), Mbeya",3.,Bachelor of Accounting and Finance in Business Sector,MMB03,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principal passes do not include Advanced Mathematics",4.5,,,
192,"National Institute of Transport (NIT), Dar es Salaam",1.,Bachelor Degree in Logistics and Transport Management,NT001,"Two principal passes in the following subjects: History, Fine Arts, Geography, Kiswahili, English Language, French, Arabic, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,200,3,
192,"National Institute of Transport (NIT), Dar es Salaam",2.,Bachelor Degree in Automobile Engineering,NT003,Two principal passes in Mathematics and Physics and those without at least a subsidiary in Chemistry at A - Level must have a credit pass at O- Level.,4.0,100,4,
192,"National Institute of Transport (NIT), Dar es Salaam",3.,Bachelor Degree in Procurement and Logistics Management,NT004,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
193,"National Institute of Transport (NIT), Dar es Salaam",4.,Bachelor Degree in Human Resource Management,NT005,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4 .0,100,3,
193,"National Institute of Transport (NIT), Dar es Salaam",5.,Bachelor Degree in Information Technology,NT006,"Two principal passes in the following subjects: History, Fine Arts, Geography, Kiswahili, English Language, French, Arabic, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. In addition, an applicant MUST HAVE a minimum of “D” grade in Basic Mathematics and English at O-Level.",4.0,80,3,
194,"National Institute of Transport (NIT), Dar es Salaam",6.,Bachelor Degree in Mechanical Engineering,NT007,Two principal passes in Advanced Mathematics and Physics. An applicant without at least a subsidiary in Chemistry at A-Level MUST have a minimum of“D” grade in Chemistry at O-Level.,4.0,50,3,
194,"National Institute of Transport (NIT), Dar es Salaam",7.,Bachelor Degree in Business Administration,NT008,"Two principal passes in the following subjects: History, Arabic, Geography, Kiswahili, English Language, French, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,200,3,
194,"National Institute of Transport (NIT), Dar es Salaam",8.,Bachelor Degree in Marketing and Public Relations,NT009,"Two principal passes in the following subjects: History, French, Geography, Kiswahili, English Language, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4 .0,100,3,
195,"National Institute of Transport (NIT), Dar es Salaam",9.,Bachelor Degree in Accounting and Transport Finance,NT010,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. If one of the principal passes is not in Advanced Mathematics, an applicant MUST have a subsidiary pass in Advanced Mathematics/ Basic Applied Mathematics at A-Level or a minimum of “D” grade in Basic Mathematics at O-Level.",4.0,100,3,
195,"National Institute of Transport (NIT), Dar es Salaam",10.,Bachelor Degree in Education with Mathematics and Information Technology,NT011,"Two principal passes in Advanced Mathematics and in one of the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Agriculture, Computer Science or Nutrition. In addition, an applicant MUST HAVE a minimum of “D” grade in English and Mathematics at O-Level.",4.0,50,3,
196,"National Institute of Transport (NIT), Dar es Salaam",11.,Bachelor Degree in Computer Science,NT012,Two principal passes in Advanced Mathematics and Physics.,4.0,100,3,
196,"National Institute of Transport (NIT), Dar es Salaam",12.,Bachelor Degree in Aircraft Maintenance Engineering.,NT013,"Two principal passes in Advanced Mathematics and Physics. In addition, an applicant must have a subsidiary pass in Chemistry at A-Level or a minimum of “D” grade in Chemistry at O-Level.",4.0,10,4,
196,"National Institute of Transport (NIT), Dar es Salaam",13.,Bachelor Degree in Road and Railway Transport Logistics Management,NT016,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,200,3,
196,"National Institute of Transport (NIT), Dar es Salaam",14.,Bachelor Degree in Shipping and Port Logistics Management,NT017,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,200,3,
197,"National Institute of Transport (NIT), Dar es Salaam",15.,Bachelor’s Degree in Naval Architecture and Marine Engineering,NT018,"Two principal passes in Advanced Mathematics, Physics, Engineering Science, or Chemistry.",4.0,100,4,
197,"National Institute of Transport (NIT), Dar es Salaam",16.,Bachelor Degree in Civil and Railway Engineering,NT019,"Two principal passes in Advanced Mathematics, Physics, Engineering Science, or Chemistry.",4.0,100,4,
197,"National Institute of Transport (NIT), Dar es Salaam",17.,Bachelor’s degree in electrical and Railway Electrification Engineering,NT020,"Two principal passes in Advanced Mathematics, Physics or Chemistry. In addition, an applicant must have four passes at O’ level in Basic Mathematics/ Physics/Engineering Science and English",4.0,100,4,
198,"National Institute of Transport (NIT), Dar es Salaam",18.,Bachelor’s degree in education with Economics and Mathematics,NT021,Two Principal passes in Advanced Mathematics and Economics.,4.0,100,3,
198,"National Institute of Transport (NIT), Dar es Salaam",19.,Bachelor’s degree in Telecommunication and Railway Signalling Engineering,NT022,"Two principal passes in the following subjects: Advanced Mathematics, Physics or Chemistry. In addition, an applicant must have four passes at O’ level in Basic Mathematics/ Physics/Engineering Science and English",4.0,100,4,
199,"Open University of Tanzania (OUT), Dar es Salaam",1.,Bachelor of Arts with Education,OU001,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy or Advanced Mathematics.",4.0,300,3-6,
199,"Open University of Tanzania (OUT), Dar es Salaam",2.,Bachelor of Arts in Journalism,OU003,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3-6,
199,"Open University of Tanzania (OUT), Dar es Salaam",3.,Bachelor of Arts in Mass Communication,OU004,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,150,3-6,
200,"Open University of Tanzania (OUT), Dar es Salaam",4.,Bachelor of Arts in Sociology,OU005,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,350,3-6,
200,"Open University of Tanzania (OUT), Dar es Salaam",5.,Bachelor of Social Work,OU006,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,300,3-6,
200,"Open University of Tanzania (OUT), Dar es Salaam",6.,Bachelor of Tourism Management,OU007,"Two principal passes in the following subjects: History, Geography, Kiswahili, Literature, Chinese, Business, Islamic, Divinity, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,200,3-6,
201,"Open University of Tanzania (OUT), Dar es Salaam",7.,Bachelor of Education in Special Education,OU010,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
202,"Open University of Tanzania (OUT), Dar es Salaam",8.,Bachelor of Science in Environmental Studies,OU011,"Two principal passes in the following subjects: Agriculture, Biology, Chemistry, Physics, Mathematics, Economics, History , Geography, Nutrition, Computer Sciences, Business Studies, Accountancy and Commerce.",4.0,150,3-6,
202,"Open University of Tanzania (OUT), Dar es Salaam",9.,Bachelor of Laws,OU012,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology or Advanced Mathematics.",4.0,300,3-6,
202,"Open University of Tanzania (OUT), Dar es Salaam",10.,Bachelor of Science General,OU014,"Two principal passes in the following subjects: Geography, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
203,"Open University of Tanzania (OUT), Dar es Salaam",11.,Bachelor of Science with Education,OU015,"Two principal passes in the following subjects: Geography, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
203,"Open University of Tanzania (OUT), Dar es Salaam",12.,Bachelor of Science in Information and communication Technology,OU016,"Two principal passes in the following subjects: Geography, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
203,"Open University of Tanzania (OUT), Dar es Salaam",13.,Bachelor of Business Administration in Accounting,OU017,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,400,3-6,
204,"Open University of Tanzania (OUT), Dar es Salaam",14.,Bachelor of Business Administration in Finance,OU018,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
204,"Open University of Tanzania (OUT), Dar es Salaam",15.,Bachelor of Business Administration in Marketing,OU019,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,400,3-6,
204,"Open University of Tanzania (OUT), Dar es Salaam",16.,Bachelor of Business Administration in Human Resource Management,OU020,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,400,3-6,
205,"Open University of Tanzania (OUT), Dar es Salaam",17.,Bachelor of Business Administration (International Business),OU021,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,250,3-6,
205,"Open University of Tanzania (OUT), Dar es Salaam",18.,Bachelor of Human Resource Management,OU022,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,450,3-6,
206,"Open University of Tanzania (OUT), Dar es Salaam",19.,Bachelor of Arts in Economics,OU026,"Two principal passes in Economics and in one of the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Commerce, Accountancy or Advanced Mathematics.",4.0,100,3-6,
206,"Open University of Tanzania (OUT), Dar es Salaam",20.,Bachelor of Arts in English Language and Linguistics,OU027,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,81,3-6,
206,"Open University of Tanzania (OUT), Dar es Salaam",21.,Bachelor of Arts in Kiswahili and Creative Studies,OU028,"Two principal passes in Kiswahili and in one of the following subjects: History, Geography, English Language, Economics, French, Arabic, Fine Arts, Commerce, Accountancy or Advanced Mathematics.",4.0,100,3-6,
207,"Open University of Tanzania (OUT), Dar es Salaam",22,Bachelor of Natural Resources Assesment and Management,OU030,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,250,3-6,
207,"Open University of Tanzania (OUT), Dar es Salaam",23.,Bachelor of Arts in Population and Development,OU031,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,200,3-6,
207,"Open University of Tanzania (OUT), Dar es Salaam",24.,Bachelor of Arts In Public Administration,OU033,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,300,3-6,
208,"Open University of Tanzania (OUT), Dar es Salaam",25.,Bachelor of Arts in International Relations,OU034,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,300,3-6,
208,"Open University of Tanzania (OUT), Dar es Salaam",26.,Bachelor of Community Economic Development,OU035,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,250,3-6,
209,"Open University of Tanzania (OUT), Dar es Salaam",27.,Bachelor of Library and Information Management,OU036,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,100,3-6,
209,"Open University of Tanzania (OUT), Dar es Salaam",28.,Bachelor of Science in Energy Resources,OU037,"Two principal passes in the following subjects: Physics, Chemistry, Biology, Geography, Advanced Mathematics, Agriculture, Computer Science or Nutrition. If one of the principal passes is not Physics, an applicant must have a minimum of “D” grade in Physics at O-Level.",4.0,100,3-6,
209,"Open University of Tanzania (OUT), Dar es Salaam",29.,"Bachelor of Science in Food, Nutrition and Dietetics",OU038,"Three principal passes in Chemistry, Biology, Physics,AdvancedMathematics,Nutrition,Geograpy ,Agriculture.",4.0,150,3-6,
210,"Open University of Tanzania (OUT), Dar es Salaam",30.,Bachelor of Science in Data Management,OU039,"Two principal passes in the following subjects: Physics, Chemistry, Biology, Geography, Economics, Commerce, Accountancy, Advanced Mathematics, Agriculture, Computer Science or Nutrition Studies.",4.0,250,3-6,
210,"Open University of Tanzania (OUT), Dar es Salaam",31.,Bachelor of Procurement and Supply Chain Management,OU040,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science.",4.0,300,3-6,
210,"Open University of Tanzania (OUT), Dar es Salaam",33.,Bachelor of Science in Food Processing Technologies,OU042,"Two principal passes in the following subjects: Chemistry, Biology, Food and Human Nutrition, Home economics, Agriculture, Physics, Geography, Mathematics and Computer science and Computer science.",4.0,50,3-6,
213,"Ruaha Catholic University (RUCU), Iringa",1.,Bachelor of Arts with Education,RU001,"Two principal passes in the following subjects: Economics, History, Geography, Advanced Mathematics, English, Kiswahili or Accountancy.",4.0,600,3,
213,"Ruaha Catholic University (RUCU), Iringa",2.,Bachelor of Laws,RU002,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy or Advanced Mathematics. If one of the principals is not English, an applicant MUST HAVE a subsidiary pass in English at A-Level or a minimum of “D” grade in English at O-Level.",4.0,280,4,
213,"Ruaha Catholic University (RUCU), Iringa",3.,Bachelor of Computer Science,RU003,"Two principal passes in Biology, Chemistry, Physics, Agriculture, Advanced Mathematics or Geography.",4.0,100,3,
213,"Ruaha Catholic University (RUCU), Iringa",4.,Bachelor of Business Administration,RU004,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,80,3,
214,"Ruaha Catholic University (RUCU), Iringa",5.,Bachelor of Accounting and Finance,RU005,"Two principal passes in the following subjects: Mathematics, Accountancy, Commerce, Economics, Biology, Chemistry, Physics, Geography, Computer Science, Business studies, or any equivalent qualifications.",4.0,100,3,
214,"Ruaha Catholic University (RUCU), Iringa",6.,Bachelor of Science in Software Engineering,RU006,"Two principal passes in Mathematics and either computer studies, physics, chemistry, Biology and Geography. In addition, an applicant must have at least four (4) credit passes at O-level including Basic Mathematics or Additional Mathematics.",4.0,80,4,
214,"Ruaha Catholic University (RUCU), Iringa",7.,Bachelor of Environmental Health Sciences,RU007,"Three principal passes in Chemistry, Biology and either Physics, Mathematics, Nutrition, Geography, or Agriculture with a minimum of 6 points. In addition, an applicant must have at least C grade in Chemistry and at least D grade in Biology and E grade in Physics, Mathematics, Nutrition, Geography, or Agriculture.",6.0,40,4,
215,"Ruaha Catholic University (RUCU), Iringa",8.,Bachelor of Science with Education,RU008,"Two principal passes in Advanced Mathematics and one of the following subjects: Physics, Chemistry or Geography.",4.0,80,3,
